Logan V48.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rawFileName=Z:\home\gibraa\Dropbox\Universita\DISA\Theses\Armend\pm k1 200 a final vm 2022 0401 202208071600.raw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
From=0.0; To=36.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time;Sats;Vel;V(Acc);Dist;StRate;Acc(1);Acc(2);Acc(3);Ac3Dif;Yaw;Pitch;Roll;GyroRaw1;GyroRaw2;GyroRaw3;Gyr0[degrees/s];Gyr1[degrees/s];Gyr2[degrees/s];Mag1;Mag2;Mag3;Stk;Lat;Long;Alt;gps time;Sat#;Status;Az;El;SNR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.74;;5.78;5.27;1990.0;163.3;0.36;-0.30;0.88;0.17;-2.50;-1.76;7.964199;-4885;-819;-908;-37.66;-6.04;-5.78;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.75;;5.78;5.28;1990.0;163.3;0.15;-0.27;0.92;0.17;-2.56;-1.81;7.455439;-6476;-921;-908;-49.80;-6.93;-5.78;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.76;;5.78;5.28;1990.1;163.3;-0.03;-0.30;0.86;0.16;-2.62;-1.87;6.858568;-7650;-1019;-868;-58.76;-7.79;-5.45;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.77;;5.78;5.26;1990.1;163.3;-0.17;-0.19;0.83;0.16;-2.68;-1.93;6.176046;-8792;-1028;-799;-67.47;-7.87;-4.89;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.78;;5.78;5.23;1990.2;163.3;-0.27;-0.09;0.87;0.15;-2.72;-1.98;5.430939;-9631;-998;-755;-73.87;-7.61;-4.53;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.79;;5.78;5.19;1990.2;163.3;-0.35;0.04;0.94;0.14;-2.77;-2.03;4.654946;-10053;-937;-654;-77.09;-7.07;-3.70;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.80;;5.78;5.16;1990.3;163.3;-0.30;0.08;0.90;0.13;-2.80;-2.09;3.921757;-9506;-984;-617;-72.92;-7.48;-3.40;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.81;;5.78;5.13;1990.4;163.3;-0.22;0.19;0.85;0.12;-2.83;-2.15;3.204142;-9314;-1067;-476;-71.46;-8.21;-2.25;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.82;;5.78;5.11;1990.4;163.3;-0.23;0.19;0.90;0.12;-2.85;-2.20;2.524348;-8829;-922;-385;-67.75;-6.94;-1.50;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.83;17;5.67;5.08;1990.5;163.3;-0.22;0.27;0.99;0.12;-2.85;-2.26;1.887209;-8280;-1113;-238;-63.56;-8.61;-0.30;-2048;-2048;-2048;;0.77976653;-1.10931632;21.01;51566.90;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
4.84;;5.67;5.03;1990.5;163.3;-0.21;0.37;0.95;0.12;-2.86;-2.31;1.312154;-7476;-929;-190;-57.43;-7.00;0.09;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.85;;5.67;5.00;1990.6;163.3;-0.24;0.26;1.09;0.12;-2.85;-2.37;0.808245;-6553;-1032;-88;-50.39;-7.90;0.93;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.86;;5.67;4.99;1990.6;163.3;-0.15;0.29;1.13;0.12;-2.83;-2.42;0.335254;-6159;-916;39;-47.38;-6.89;1.97;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.87;;5.67;4.97;1990.7;163.3;-0.10;0.23;1.13;0.13;-2.80;-2.49;-0.096577;-5633;-1215;186;-43.37;-9.50;3.17;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.88;;5.67;4.97;1990.8;163.3;0.02;0.16;1.26;0.13;-2.77;-2.54;-0.502205;-5306;-964;261;-40.87;-7.31;3.78;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.89;;5.67;4.98;1990.8;163.3;0.10;0.12;1.18;0.13;-2.73;-2.59;-0.870208;-4832;-891;344;-37.25;-6.67;4.46;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.90;;5.67;4.99;1990.9;163.3;0.18;-0.03;1.17;0.12;-2.68;-2.62;-1.236371;-4830;-670;443;-37.24;-4.74;5.27;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.91;;5.67;5.01;1990.9;163.3;0.19;-0.07;1.23;0.12;-2.62;-2.63;-1.622850;-5121;-503;539;-39.46;-3.28;6.06;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.92;17;5.47;5.01;1991.0;165.5;0.09;-0.18;1.30;0.11;-2.55;-2.64;-2.046118;-5630;-536;693;-43.34;-3.57;7.32;-2048;-2048;-2048;2;0.77976646;-1.10931640;21.01;51567.00;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
4.93;;5.47;4.99;1991.0;165.5;0.02;-0.16;1.28;0.11;-2.47;-2.67;-2.519365;-6314;-662;855;-48.56;-4.67;8.64;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.94;;5.47;4.99;1991.1;165.5;0.00;-0.17;1.31;0.12;-2.38;-2.71;-3.019476;-6696;-858;920;-51.48;-6.38;9.18;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.95;;5.47;4.99;1991.1;165.5;-0.01;-0.30;1.36;0.13;-2.28;-2.77;-3.596032;-7730;-1071;1056;-59.37;-8.24;10.29;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.96;;5.47;4.99;1991.2;165.5;0.08;-0.24;1.25;0.14;-2.17;-2.82;-4.242660;-8683;-1001;1186;-66.64;-7.63;11.35;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.97;;5.47;5.01;1991.3;165.5;0.19;-0.29;1.22;0.16;-2.06;-2.88;-4.982703;-9945;-1054;1302;-76.27;-8.09;12.30;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.98;;5.47;5.03;1991.3;165.5;0.31;-0.03;1.27;0.18;-1.93;-2.93;-5.773359;-10646;-969;1377;-81.62;-7.35;12.92;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.99;;5.47;5.07;1991.4;165.5;0.42;-0.13;1.16;0.20;-1.81;-2.97;-6.601135;-11168;-827;1402;-85.60;-6.11;13.12;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.00;;5.47;5.11;1991.4;165.5;0.47;0.05;1.11;0.22;-1.68;-3.01;-7.442873;-11383;-844;1397;-87.24;-6.26;13.08;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.01;;5.47;5.17;1991.5;165.5;0.57;0.09;1.27;0.23;-1.56;-3.04;-8.290577;-11490;-812;1404;-88.06;-5.98;13.14;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.02;17;5.56;5.22;1991.5;165.5;0.60;0.03;0.98;0.25;-1.43;-3.09;-9.122243;-11302;-962;1440;-86.63;-7.29;13.43;-2048;-2048;-2048;;0.77976639;-1.10931648;21.01;51567.10;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
5.03;;5.56;5.27;1991.6;165.5;0.69;0.23;0.98;0.27;-1.30;-3.14;-9.910275;-10747;-946;1412;-82.39;-7.15;13.20;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.04;;5.56;5.32;1991.6;165.5;0.56;0.27;0.94;0.29;-1.18;-3.17;-10.561058;-8956;-788;1350;-68.72;-5.77;12.70;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.05;;5.56;5.37;1991.7;165.5;0.52;0.52;0.67;0.31;-1.06;-3.21;-11.100924;-7504;-820;1352;-57.64;-6.05;12.71;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.06;;5.56;5.41;1991.8;165.5;0.49;0.92;0.47;0.32;-0.96;-3.21;-11.438744;-4850;-422;1086;-37.39;-2.58;10.53;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.07;;5.56;5.45;1991.8;165.5;0.45;0.77;0.89;0.31;-0.89;-3.20;-11.469567;-812;-294;837;-6.58;-1.46;8.50;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.08;;5.56;5.48;1991.9;165.5;0.33;0.78;0.83;0.30;-0.83;-3.18;-11.169579;3548;-115;539;26.69;0.10;6.06;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.09;;5.56;5.49;1991.9;165.5;0.16;0.28;0.88;0.27;-0.79;-3.14;-10.638922;6601;-9;438;49.99;1.03;5.23;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.10;;5.56;5.50;1992.0;165.5;0.08;0.14;0.91;0.23;-0.74;-3.12;-9.992996;8143;-112;458;61.76;0.13;5.40;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.11;;5.56;5.50;1992.0;165.5;0.04;0.22;0.94;0.20;-0.70;-3.07;-9.265207;9246;137;371;70.18;2.30;4.68;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.12;17;5.87;5.49;1992.1;165.5;0.00;0.16;0.97;0.18;-0.67;-3.01;-8.473540;10112;292;327;76.78;3.66;4.32;-2048;-2048;-2048;;0.77976632;-1.10931657;21.01;51567.20;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
5.13;;5.87;5.46;1992.1;165.5;-0.10;0.11;0.83;0.17;-0.64;-2.93;-7.617362;10985;541;246;83.45;5.83;3.66;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.14;;5.87;5.43;1992.2;165.5;-0.23;0.14;0.83;0.17;-0.61;-2.83;-6.710010;11683;766;180;88.77;7.79;3.12;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.15;;5.87;5.40;1992.3;165.5;-0.35;0.04;1.04;0.18;-0.59;-2.74;-5.755970;12322;662;167;93.65;6.89;3.02;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.16;;5.87;5.35;1992.3;165.5;-0.43;0.21;0.93;0.20;-0.57;-2.67;-4.745503;13089;475;149;99.50;5.25;2.87;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.17;;5.87;5.31;1992.4;165.5;-0.36;0.25;0.94;0.21;-0.56;-2.61;-3.693151;13665;306;-24;103.90;3.78;1.45;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.18;;5.87;5.29;1992.4;165.5;-0.23;-0.03;1.10;0.22;-0.57;-2.56;-2.647878;13598;192;-176;103.39;2.78;0.21;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.19;;5.87;5.27;1992.5;165.5;-0.11;-0.21;0.93;0.23;-0.58;-2.51;-1.688635;12493;201;-226;94.95;2.86;-0.20;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.20;;5.87;5.27;1992.6;165.5;-0.01;-0.42;0.99;0.23;-0.59;-2.46;-0.852054;10904;155;-245;82.83;2.46;-0.36;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.21;;5.87;5.26;1992.6;165.5;-0.02;-0.42;1.14;0.23;-0.60;-2.42;-0.194307;8573;73;-169;65.04;1.74;0.27;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.22;17;5.78;5.24;1992.7;165.5;-0.23;-0.20;1.22;0.22;-0.61;-2.39;0.313363;6614;-44;-216;50.09;0.72;-0.12;-2048;-2048;-2048;;0.77976625;-1.10931665;21.01;51567.30;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
5.23;;5.78;5.18;1992.7;165.5;-0.38;-0.19;1.24;0.21;-0.62;-2.39;0.712294;5193;-404;-290;39.25;-2.42;-0.72;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.24;;5.78;5.15;1992.8;165.5;-0.23;-0.06;1.32;0.20;-0.65;-2.37;1.038746;4245;-144;-383;32.01;-0.15;-1.48;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.25;;5.78;5.13;1992.8;165.5;-0.19;-0.20;1.23;0.18;-0.68;-2.40;1.337952;3889;-665;-490;29.30;-4.70;-2.36;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.26;;5.78;5.11;1992.9;165.5;-0.16;-0.00;1.22;0.17;-0.71;-2.39;1.585978;3218;-249;-515;24.18;-1.07;-2.56;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.27;;5.78;5.10;1993.0;165.5;-0.07;0.03;1.36;0.16;-0.75;-2.38;1.825262;3103;-328;-573;23.30;-1.76;-3.04;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.28;;5.78;5.10;1993.0;165.5;-0.02;0.17;1.28;0.15;-0.80;-2.38;2.114658;3761;-317;-643;28.32;-1.66;-3.61;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.29;;5.78;5.10;1993.1;167.8;0.01;0.19;1.29;0.15;-0.86;-2.35;2.455672;4441;-32;-837;33.51;0.83;-5.20;-2048;-2048;-2048;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.30;;5.78;5.09;1993.1;167.8;-0.04;0.08;1.22;0.15;-0.93;-2.31;2.850029;5146;29;-940;38.89;1.36;-6.04;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.31;;5.78;5.08;1993.2;167.8;-0.02;0.05;1.43;0.15;-1.00;-2.27;3.266118;5438;109;-974;41.12;2.06;-6.32;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.32;17;5.74;5.07;1993.3;167.8;0.05;-0.02;1.41;0.16;-1.08;-2.23;3.686304;5499;80;-1017;41.58;1.80;-6.67;-2048;-2048;-2048;;0.77976618;-1.10931673;21.01;51567.40;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
5.33;;5.74;5.08;1993.3;167.8;0.20;-0.00;1.26;0.16;-1.15;-2.18;4.111953;5578;162;-1022;42.19;2.52;-6.71;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.34;;5.74;5.11;1993.4;167.8;0.33;-0.02;1.32;0.17;-1.23;-2.13;4.537323;5582;279;-1066;42.22;3.54;-7.07;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.35;;5.74;5.14;1993.4;167.8;0.36;0.02;1.11;0.17;-1.32;-2.08;4.978176;5795;182;-1104;43.84;2.70;-7.38;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.36;;5.74;5.19;1993.5;167.8;0.48;-0.17;0.99;0.17;-1.41;-2.00;5.437702;6054;610;-1235;45.82;6.43;-8.46;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.37;;5.74;5.24;1993.5;167.8;0.54;-0.23;1.06;0.18;-1.50;-1.92;5.856048;5530;517;-1179;41.82;5.62;-8.00;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.38;;5.74;5.30;1993.6;167.8;0.68;-0.21;0.99;0.18;-1.59;-1.84;6.195111;4500;527;-1159;33.96;5.71;-7.83;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.39;;5.74;5.37;1993.7;167.8;0.73;-0.19;1.00;0.19;-1.68;-1.78;6.513419;4239;389;-1179;31.97;4.50;-8.00;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.40;;5.74;5.43;1993.7;167.8;0.66;-0.03;0.90;0.20;-1.77;-1.73;6.808598;3944;210;-1216;29.72;2.94;-8.30;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.41;;5.74;5.47;1993.8;167.8;0.48;-0.29;0.82;0.21;-1.86;-1.69;7.028849;2972;96;-1274;22.30;1.94;-8.78;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.42;;5.74;5.47;1993.8;167.8;0.30;-0.52;0.88;0.22;-1.95;-1.66;7.101688;1040;6;-1197;7.56;1.16;-8.15;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.43;;5.74;5.48;1993.9;167.8;0.17;-0.67;0.77;0.22;-2.04;-1.63;6.969552;-1651;17;-1107;-12.98;1.25;-7.41;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.44;17;5.98;5.50;1993.9;167.8;0.15;-0.59;0.84;0.22;-2.11;-1.61;6.622403;-4480;-122;-998;-34.57;0.04;-6.52;-2048;-2048;-2048;;0.77976611;-1.10931682;21.01;51567.50;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
5.45;;5.98;5.51;1994.0;167.8;0.19;-0.25;0.93;0.22;-2.18;-1.62;6.084945;-6990;-486;-909;-53.72;-3.14;-5.79;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.46;;5.98;5.52;1994.1;167.8;0.15;-0.29;0.84;0.21;-2.24;-1.66;5.440964;-8405;-793;-898;-64.52;-5.82;-5.70;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.47;;5.98;5.53;1994.1;167.8;0.09;-0.12;0.99;0.21;-2.30;-1.72;4.696265;-9748;-1065;-801;-74.77;-8.19;-4.91;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.48;;5.98;5.52;1994.2;167.8;-0.07;-0.14;0.85;0.20;-2.35;-1.78;3.873388;-10799;-1071;-734;-82.79;-8.24;-4.36;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.49;;5.98;5.49;1994.2;167.8;-0.21;-0.08;0.74;0.20;-2.40;-1.84;2.978347;-11776;-989;-617;-90.24;-7.53;-3.40;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.50;;5.98;5.46;1994.3;167.8;-0.33;-0.05;0.87;0.19;-2.43;-1.89;2.021344;-12625;-958;-562;-96.72;-7.26;-2.95;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.51;;5.98;5.42;1994.4;167.8;-0.39;-0.08;0.78;0.19;-2.47;-1.95;1.007351;-13412;-1034;-478;-102.73;-7.92;-2.26;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.52;;5.98;5.35;1994.4;167.8;-0.44;0.03;0.95;0.20;-2.48;-2.04;-0.056815;-14114;-1388;-306;-108.08;-11.01;-0.85;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.53;17;5.86;5.31;1994.5;167.8;-0.43;0.23;1.02;0.20;-2.49;-2.15;-1.125179;-14216;-1604;-183;-108.86;-12.90;0.15;-2048;-2048;-2048;;0.77976604;-1.10931690;21.01;51567.60;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
5.54;;5.86;5.28;1994.5;167.8;-0.30;0.43;0.91;0.21;-2.49;-2.26;-2.097908;-13008;-1609;-60;-99.64;-12.94;1.16;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.55;;5.86;5.26;1994.6;167.8;-0.13;0.57;1.00;0.21;-2.49;-2.35;-2.921506;-11093;-1439;-81;-85.03;-11.45;0.99;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
