Logan V48.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rawFileName=Z:\home\gibraa\Dropbox\Universita\DISA\Theses\Armend\pm k1 200 a final vm 2022 0401 202208071600.raw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
From=0.0; To=36.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time;Sats;Vel;V(Acc);Dist;StRate;Acc(1);Acc(2);Acc(3);Ac3Dif;Yaw;Pitch;Roll;GyroRaw1;GyroRaw2;GyroRaw3;Gyr0[degrees/s];Gyr1[degrees/s];Gyr2[degrees/s];Mag1;Mag2;Mag3;Stk;Lat;Long;Alt;gps time;Sat#;Status;Az;El;SNR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.33;;6.05;5.66;2088.6;146.3;-0.04;-0.14;0.82;0.12;0.31;-1.22;-2.399725;11113;557;-13;84.42;5.97;1.54;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.34;;6.05;5.64;2088.6;146.3;-0.09;-0.17;0.96;0.12;0.31;-1.16;-1.654009;9950;313;-14;75.55;3.84;1.53;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.35;;6.05;5.62;2088.7;146.3;-0.16;-0.14;1.03;0.11;0.30;-1.13;-0.974001;9096;75;-87;69.03;1.76;0.94;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.36;;6.05;5.60;2088.7;146.3;-0.20;-0.17;1.02;0.11;0.29;-1.12;-0.361594;8214;-146;-106;62.30;-0.17;0.78;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.37;;6.05;5.56;2088.8;146.3;-0.32;-0.13;1.12;0.11;0.28;-1.09;0.201286;7566;-45;-163;57.36;0.71;0.32;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.38;;6.05;5.52;2088.9;146.3;-0.39;-0.22;1.15;0.12;0.26;-1.08;0.701075;6737;-152;-214;51.03;-0.22;-0.10;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.39;;6.05;5.48;2088.9;146.3;-0.42;-0.25;1.18;0.12;0.24;-1.07;1.125900;5748;-158;-254;43.48;-0.27;-0.43;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.40;;6.05;5.43;2089.0;146.3;-0.42;-0.28;1.29;0.13;0.22;-1.07;1.466781;4637;-376;-272;35.01;-2.18;-0.58;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.41;;6.05;5.39;2089.0;146.3;-0.34;-0.20;1.32;0.13;0.19;-1.08;1.742209;3765;-339;-314;28.35;-1.85;-0.92;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.42;17;5.93;5.37;2089.1;146.3;-0.20;-0.05;1.22;0.14;0.16;-1.09;1.979609;3251;-430;-363;24.43;-2.65;-1.32;-2048;-2048;-2048;;0.77975459;-1.10933020;22;51583.50;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
21.43;;5.93;5.35;2089.2;146.3;-0.04;-0.00;1.25;0.13;0.13;-1.09;2.227032;3368;-349;-416;25.32;-1.94;-1.75;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.44;;5.93;5.35;2089.2;146.3;0.05;0.10;1.29;0.13;0.09;-1.09;2.524674;4015;-279;-459;30.26;-1.33;-2.11;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.45;;5.93;5.35;2089.3;146.3;0.06;0.16;1.21;0.12;0.05;-1.07;2.876885;4723;-162;-572;35.66;-0.31;-3.03;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.46;;5.93;5.35;2089.3;146.3;0.07;0.12;1.19;0.11;-0.00;-1.05;3.285386;5458;-46;-656;41.27;0.70;-3.72;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.47;;5.93;5.36;2089.4;146.3;0.05;0.13;1.30;0.11;-0.06;-1.01;3.762010;6352;105;-703;48.09;2.02;-4.10;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.48;;5.93;5.35;2089.5;150.0;0.03;0.05;1.24;0.11;-0.12;-0.97;4.272497;6800;166;-792;51.51;2.56;-4.83;-2048;-2048;-2048;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.49;;5.93;5.35;2089.5;150.0;0.03;0.00;1.14;0.11;-0.19;-0.94;4.795111;6965;71;-823;52.77;1.73;-5.09;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.50;;5.93;5.35;2089.6;150.0;0.00;-0.02;1.26;0.11;-0.26;-0.89;5.302783;6777;180;-845;51.34;2.68;-5.27;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.51;;5.93;5.35;2089.6;150.0;0.02;-0.13;1.29;0.11;-0.33;-0.86;5.790286;6521;68;-908;49.38;1.70;-5.78;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.52;17;5.69;5.34;2089.7;150.0;0.02;-0.18;1.28;0.11;-0.40;-0.83;6.220200;5773;85;-893;43.67;1.85;-5.66;-2048;-2048;-2048;;0.77975452;-1.10933027;22;51583.60;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
21.53;;5.69;5.34;2089.8;150.0;0.13;-0.28;1.25;0.11;-0.48;-0.79;6.582555;4892;52;-945;36.95;1.56;-6.08;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.54;;5.69;5.36;2089.8;150.0;0.24;-0.30;1.21;0.10;-0.55;-0.77;6.858563;3762;15;-895;28.33;1.24;-5.67;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.55;;5.69;5.38;2089.9;150.0;0.29;-0.21;1.23;0.10;-0.62;-0.73;7.082740;3082;73;-887;23.14;1.74;-5.61;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.56;;5.69;5.41;2089.9;150.0;0.29;-0.20;1.09;0.10;-0.70;-0.69;7.273862;2647;198;-954;19.82;2.83;-6.16;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.57;;5.69;5.43;2090.0;150.0;0.26;-0.14;1.08;0.10;-0.77;-0.64;7.447063;2410;253;-991;18.01;3.31;-6.46;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.58;;5.69;5.45;2090.0;150.0;0.24;-0.15;1.03;0.11;-0.86;-0.58;7.610355;2278;360;-1045;17.00;4.25;-6.90;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.59;;5.69;5.47;2090.1;150.0;0.26;-0.08;1.04;0.12;-0.94;-0.52;7.769333;2219;464;-1027;16.55;5.16;-6.75;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.60;;5.69;5.49;2090.1;150.0;0.30;-0.05;1.13;0.13;-1.03;-0.45;7.934114;2292;461;-1103;17.11;5.13;-7.38;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.61;;5.69;5.52;2090.2;150.0;0.33;0.05;0.90;0.15;-1.12;-0.41;8.105544;2375;175;-1121;17.74;2.63;-7.52;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.62;17;5.81;5.54;2090.3;150.0;0.23;-0.12;0.87;0.16;-1.21;-0.35;8.275422;2349;358;-1201;17.55;4.23;-8.18;-2048;-2048;-2048;;0.77975445;-1.10933035;22;51583.70;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
21.63;;5.81;5.54;2090.3;150.0;0.14;-0.32;0.87;0.17;-1.30;-0.29;8.390962;1628;356;-1082;12.04;4.21;-7.20;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.64;17;5.91;5.55;2090.4;150.0;0.17;-0.37;0.82;0.17;-1.39;-0.25;8.400920;231;263;-1058;1.38;3.40;-7.01;-2048;-2048;-2048;;0.77975437;-1.10933043;22;51583.80;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
21.65;;5.91;5.57;2090.4;150.0;0.23;-0.48;0.82;0.17;-1.46;-0.19;8.271041;-1621;305;-880;-12.75;3.77;-5.55;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.66;;5.91;5.59;2090.5;150.0;0.27;-0.25;0.94;0.16;-1.52;-0.15;8.024502;-3174;197;-793;-24.60;2.83;-4.84;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.67;;5.91;5.61;2090.6;150.0;0.28;-0.30;0.78;0.16;-1.58;-0.13;7.672128;-4589;-121;-736;-35.40;0.05;-4.37;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.68;;5.91;5.63;2090.6;150.0;0.24;-0.26;0.74;0.16;-1.63;-0.14;7.234877;-5732;-313;-649;-44.12;-1.63;-3.66;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.69;;5.91;5.64;2090.7;150.0;0.13;-0.16;0.75;0.15;-1.67;-0.16;6.730817;-6640;-538;-574;-51.05;-3.59;-3.05;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.70;;5.91;5.64;2090.7;150.0;0.04;-0.20;0.76;0.15;-1.71;-0.18;6.160997;-7535;-576;-449;-57.88;-3.92;-2.02;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.71;;5.91;5.63;2090.8;150.0;-0.07;-0.04;0.85;0.15;-1.74;-0.22;5.534995;-8303;-717;-370;-63.74;-5.15;-1.38;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.72;;5.91;5.60;2090.9;150.0;-0.19;-0.05;0.77;0.15;-1.76;-0.26;4.882379;-8680;-772;-353;-66.62;-5.63;-1.24;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.73;;5.91;5.56;2090.9;150.0;-0.31;0.03;0.95;0.14;-1.78;-0.31;4.195072;-9158;-891;-242;-70.26;-6.67;-0.33;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.74;;5.91;5.52;2091.0;150.0;-0.38;0.12;0.90;0.13;-1.80;-0.36;3.512800;-9110;-967;-204;-69.90;-7.33;-0.02;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.75;;5.91;5.47;2091.0;150.0;-0.43;0.11;0.91;0.13;-1.81;-0.42;2.866449;-8652;-1002;-167;-66.40;-7.64;0.28;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.76;;5.91;5.42;2091.1;150.0;-0.50;0.11;1.04;0.12;-1.81;-0.49;2.237866;-8428;-1121;-72;-64.69;-8.68;1.06;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.77;;5.91;5.37;2091.2;150.0;-0.50;0.07;1.00;0.12;-1.81;-0.57;1.609742;-8428;-1165;5;-64.69;-9.06;1.69;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.78;;5.91;5.32;2091.2;150.0;-0.43;0.15;1.06;0.12;-1.80;-0.64;0.991122;-8306;-1221;123;-63.76;-9.55;2.66;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.79;;5.91;5.28;2091.3;150.0;-0.35;0.17;1.14;0.12;-1.79;-0.72;0.420319;-7679;-1224;175;-58.98;-9.58;3.08;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.80;;5.91;5.26;2091.3;150.0;-0.25;0.19;1.12;0.13;-1.77;-0.80;-0.101703;-7038;-1215;242;-54.09;-9.50;3.63;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.81;;5.91;5.24;2091.4;150.0;-0.10;0.18;1.24;0.13;-1.74;-0.87;-0.576562;-6418;-1115;327;-49.36;-8.63;4.32;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.82;;5.91;5.23;2091.4;150.0;0.02;0.14;1.17;0.14;-1.71;-0.93;-1.006346;-5825;-1001;354;-44.83;-7.63;4.55;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.83;17;5.55;5.24;2091.5;150.0;0.15;0.09;1.16;0.14;-1.68;-0.98;-1.393697;-5267;-920;410;-40.57;-6.92;5.00;-2048;-2048;-2048;;0.77975431;-1.10933051;22;51583.90;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
21.84;;5.55;5.26;2091.6;150.0;0.26;0.09;1.25;0.14;-1.64;-1.02;-1.740309;-4731;-839;444;-36.48;-6.22;5.28;-2048;-2048;-2048;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.85;;5.55;5.30;2091.6;150.0;0.39;0.06;1.20;0.15;-1.60;-1.07;-2.039498;-4108;-834;493;-31.73;-6.17;5.68;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.86;;5.55;5.34;2091.7;150.0;0.47;0.02;1.14;0.15;-1.56;-1.10;-2.292697;-3505;-745;495;-27.13;-5.40;5.70;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.87;;5.55;5.37;2091.7;150.0;0.35;-0.02;1.21;0.15;-1.51;-1.14;-2.525285;-3236;-729;608;-25.07;-5.26;6.62;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.88;;5.55;5.38;2091.8;150.0;0.14;-0.08;1.21;0.16;-1.46;-1.18;-2.752219;-3165;-783;649;-24.53;-5.73;6.96;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.89;;5.55;5.37;2091.8;150.0;-0.04;-0.15;1.21;0.16;-1.40;-1.21;-3.006352;-3526;-728;729;-27.29;-5.25;7.61;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.90;;5.55;5.35;2091.9;150.0;-0.17;-0.11;1.22;0.16;-1.33;-1.24;-3.277688;-3757;-655;807;-29.05;-4.61;8.25;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.91;;5.55;5.33;2091.9;150.0;-0.19;-0.05;1.28;0.17;-1.26;-1.28;-3.558381;-3886;-722;838;-30.03;-5.20;8.51;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.92;;5.55;5.31;2092.0;150.0;-0.06;-0.10;1.28;0.18;-1.20;-1.32;-3.844580;-3965;-789;845;-30.64;-5.78;8.56;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.93;17;5.48;5.32;2092.1;150.0;0.19;-0.09;1.29;0.19;-1.12;-1.36;-4.173905;-4538;-854;944;-35.01;-6.35;9.37;-2048;-2048;-2048;;0.77975425;-1.10933059;22;51584.00;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
21.94;;5.48;5.36;2092.1;150.0;0.37;-0.13;1.41;0.20;-1.04;-1.41;-4.547917;-5132;-846;973;-39.54;-6.28;9.61;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.95;;5.48;5.40;2092.2;150.0;0.50;-0.09;1.13;0.21;-0.96;-1.45;-4.984662;-5963;-808;1028;-45.88;-5.95;10.06;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.96;;5.48;5.45;2092.2;150.0;0.59;-0.13;1.10;0.22;-0.87;-1.48;-5.491662;-6893;-715;1036;-52.98;-5.14;10.13;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.97;;5.48;5.51;2092.3;150.0;0.65;-0.23;1.30;0.23;-0.79;-1.51;-6.093171;-8142;-625;1064;-62.51;-4.35;10.35;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.98;;5.48;5.57;2092.3;150.0;0.61;-0.15;1.06;0.23;-0.70;-1.53;-6.799911;-9533;-673;1143;-73.13;-4.77;11.00;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.99;;5.48;5.62;2092.4;150.0;0.54;-0.16;0.99;0.24;-0.60;-1.57;-7.561831;-10268;-748;1152;-78.73;-5.42;11.07;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.00;;5.48;5.66;2092.4;150.0;0.45;0.21;0.93;0.24;-0.50;-1.60;-8.274673;-9634;-668;1227;-73.90;-4.72;11.69;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.01;;5.48;5.68;2092.5;150.0;0.28;0.32;1.04;0.24;-0.41;-1.64;-8.839097;-7693;-802;1226;-59.09;-5.89;11.68;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.02;;5.48;5.69;2092.5;150.0;0.21;0.64;0.78;0.23;-0.31;-1.68;-9.256970;-5771;-748;1184;-44.42;-5.42;11.34;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.03;17;5.88;5.70;2092.6;150.0;0.21;0.58;0.84;0.22;-0.24;-1.69;-9.445352;-2755;-496;923;-21.40;-3.22;9.20;-2048;-2048;-2048;;0.77975417;-1.10933067;22;51584.10;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
22.04;;5.88;5.73;2092.7;150.0;0.31;0.49;0.87;0.21;-0.16;-1.71;-9.467724;-565;-599;902;-4.69;-4.12;9.03;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.05;;5.88;5.76;2092.7;150.0;0.36;0.26;0.89;0.21;-0.11;-1.70;-9.323625;1637;-219;682;12.11;-0.81;7.23;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.06;;5.88;5.78;2092.8;150.0;0.27;0.15;0.88;0.20;-0.05;-1.69;-9.097282;2740;-189;691;20.53;-0.54;7.30;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.07;;5.88;5.80;2092.8;150.0;0.18;0.17;0.73;0.20;-0.01;-1.65;-8.744945;4422;156;559;33.36;2.47;6.22;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.08;;5.88;5.80;2092.9;150.0;0.05;0.32;0.97;0.20;0.03;-1.59;-8.299706;5674;330;551;42.92;3.99;6.16;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.09;;5.88;5.79;2093.0;150.0;-0.06;0.35;1.02;0.19;0.07;-1.52;-7.738290;7234;491;443;54.82;5.39;5.27;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.10;;5.88;5.77;2093.0;150.0;-0.13;0.38;0.74;0.19;0.09;-1.44;-7.036699;9111;605;317;69.15;6.39;4.24;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11;;5.88;5.74;2093.1;150.0;-0.15;0.25;0.79;0.17;0.11;-1.35;-6.214843;10727;621;159;81.48;6.53;2.95;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.12;;5.88;5.72;2093.1;150.0;-0.20;0.22;0.86;0.16;0.11;-1.28;-5.342206;11430;503;83;86.84;5.50;2.33;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.13;17;5.99;5.69;2093.2;150.0;-0.24;-0.00;0.91;0.15;0.10;-1.22;-4.449883;11722;422;-128;89.07;4.79;0.60;-2048;-2048;-2048;;0.77975410;-1.10933076;22;51584.20;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
22.14;;5.99;5.66;2093.3;150.0;-0.29;-0.10;0.86;0.13;0.09;-1.17;-3.599326;11203;268;-143;85.11;3.45;0.48;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.15;;5.99;5.62;2093.3;150.0;-0.33;-0.06;0.92;0.12;0.07;-1.13;-2.784478;10758;113;-183;81.71;2.09;0.15;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
